organism_key,taxon,stage,start_day,start_month,end_day,end_month
NBNORG0000057920,Depressaria silesiaca,mature,31,7,1,5
NBNORG0000057921,Depressaria sordidatella,mature,1,7,7,9
NBNORG0000057922,Depressaria ultimella,mature,31,7,1,6
NBNORG0000009554,Diachrysia chrysitis,mature,1,5,31,10
NBNORG0000009555,Diachrysia chryson,mature,15,6,15,8
NBNORG0000009317,Diacrisia sannio,mature,15,5,7,9
NBNORG0000041765,Dialectica imperialella,mature,1,5,30,6
NBNORG0000086934,Dialectica scalariella,mature,27,9,27,9
NBNORG0000009321,Diaphora mendica,mature,21,3,21,7
NBNORG0000057924,Diarsia brunnea,mature,21,5,7,9
NBNORG0000057925,Diarsia dahlii,mature,1,7,30,9
NBNORG0000009360,Diarsia florida,mature,1,6,15,8
NBNORG0000059699,Diarsia mendica,mature,7,5,21,9
NBNORG0000009356,Diarsia mendica mendica,mature,7,5,21,9
NBNORG0000009358,Diarsia mendica orkneyensis,mature,7,5,21,9
NBNORG0000009357,Diarsia mendica thulei,mature,7,5,21,9
NBNORG0000009359,Diarsia rubi,mature,1,5,31,10
NBNORG0000026812,Diasemia reticularis,mature,1,5,31,10
NBNORG0000057926,Diasemiopsis ramburialis,mature,1,3,30,9
NBNORG0000009293,Dicallomera fascelina,mature,1,6,21,8
NBNORG0000058597,Dichagyris flammatra,mature,1,5,30,9
NBNORG0000117215,Dichelia histrionana,mature,21,5,21,8
NBNORG0000122876,Dichomeris acuminatus,mature,1,3,31,10
NBNORG0000041773,Dichomeris alacella,mature,1,7,15,8
NBNORG0000057928,Dichomeris derasella,mature,1,5,30,6
NBNORG0000057929,Dichomeris juniperella,mature,15,6,31,7
NBNORG0000057930,Dichomeris marginella,mature,7,6,31,8
NBNORG0000057931,Dichomeris ustalella,mature,21,5,30,6
NBNORG0000057932,Dichrorampha acuminatana,mature,1,5,30,9
NBNORG0000057933,Dichrorampha aeratana,mature,1,5,30,6
NBNORG0000057938,Dichrorampha alpestrana,mature,21,5,31,8
NBNORG0000057934,Dichrorampha alpinana,mature,15,5,15,8
NBNORG0000057935,Dichrorampha consortana,mature,1,7,31,8
NBNORG0000057936,Dichrorampha flavidorsana,mature,15,6,31,8
NBNORG0000057939,Dichrorampha petiverella,mature,21,5,31,8
NBNORG0000057940,Dichrorampha plumbagana,mature,21,4,31,7
NBNORG0000057941,Dichrorampha plumbana,mature,1,5,7,7
NBNORG0000057942,Dichrorampha sedatana,mature,21,4,31,7
NBNORG0000057943,Dichrorampha senectana,mature,1,6,7,7
NBNORG0000057944,Dichrorampha sequana,mature,1,5,30,6
NBNORG0000057945,Dichrorampha simpliciana,mature,15,6,21,9
NBNORG0000057946,Dichrorampha sylvicolana,mature,1,6,31,7
NBNORG0000057937,Dichrorampha vancouverana,mature,1,6,7,8
NBNORG0000009479,Dicycla oo,mature,1,6,15,7
NBNORG0000057947,Digitivalva perlepidella,mature,1,5,30,6
NBNORG0000057948,Digitivalva pulicariae,mature,1,1,31,12
NBNORG0000009290,Diloba caeruleocephala,mature,1,9,30,11
NBNORG0000057950,Dioryctria abietella,mature,1,5,7,10
NBNORG0000057951,Dioryctria schuetzeella,mature,21,6,31,8
NBNORG0000041819,Dioryctria simplicella,mature,15,5,30,9
NBNORG0000086963,Dioryctria sylvestrella,mature,1,6,7,10
NBNORG0000057952,Diplodoma laichartingella,mature,1,6,31,7
NBNORG0000086936,Diplopseustis perieresalis,mature,1,4,7,11
NBNORG0000057954,Ditula angustiorana,mature,1,4,31,10
NBNORG0000057955,Diurnea fagella,mature,1,3,31,5
NBNORG0000057956,Diurnea lipsiella,mature,1,10,30,11
NBNORG0000057957,Dolicharthria punctalis,mature,21,5,30,9
NBNORG0000057958,Donacaula forficella,mature,15,5,30,9
NBNORG0000057959,Donacaula mucronella,mature,1,6,7,9
NBNORG0000009052,Drepana curvatula,mature,15,4,7,9
NBNORG0000009051,Drepana falcataria,mature,15,4,31,10
NBNORG0000041845,Dryadaula pactolia,mature,1,3,30,11
NBNORG0000057965,Drymonia dodonaea,mature,1,4,21,7
NBNORG0000057966,Drymonia ruficornis,mature,21,3,21,6
NBNORG0000006878,Dryobota labecula,mature,21,9,7,1
NBNORG0000009437,Dryobotodes eremita,mature,1,8,30,11
NBNORG0000108235,Dryobotodes roboris,mature,1,9,30,11
NBNORG0000117385,Dryobotodes tenebrosa,mature,15,9,31,10
NBNORG0000006866,Duponchelia fovealis,mature,1,2,31,10
NBNORG0000009469,Dypterygia scabriuscula,mature,7,5,31,8
NBNORG0000009258,Dyscia fagaria,mature,15,4,31,8
NBNORG0000058129,Dyseriocrania subpurpurella,mature,15,3,15,6
NBNORG0000009569,Dysgonia algira,mature,1,8,30,9
NBNORG0000009134,Dysstroma citrata,mature,21,5,31,10
NBNORG0000008896,Dysstroma citrata citrata,mature,21,5,31,10
NBNORG0000057707,Dysstroma citrata pythonissata,mature,21,5,31,10
NBNORG0000009136,Dysstroma truncata,mature,15,4,30,11
NBNORG0000009135,Dysstroma truncata concinnata,mature,1,5,30,11
NBNORG0000117282,Dysstroma truncata truncata,mature,1,5,30,11
NBNORG0000057967,Dystebenna stephensi,mature,21,6,30,9
NBNORG0000057968,Eana argentana,mature,21,6,31,8
NBNORG0000057969,Eana incanana,mature,1,6,31,8
NBNORG0000057970,Eana osseana,mature,1,6,31,8
NBNORG0000059729,Eana penziana,mature,1,5,30,9
NBNORG0000057971,Eana penziana colquhounana,mature,1,5,30,9
NBNORG0000057972,Eana penziana penziana,mature,1,6,31,7
NBNORG0000009547,Earias clorana,mature,7,5,7,9
NBNORG0000009548,Earias insulana,mature,1,10,21,10
NBNORG0000057458,Earophila badiata,mature,15,2,15,6
NBNORG0000041854,Eccopisa effractella,mature,1,7,30,9
NBNORG0000057976,Ecliptopera silaceata,mature,15,4,30,9
NBNORG0000057977,Ectoedemia agrimoniae,mature,1,6,30,6
NBNORG0000057978,Ectoedemia albifasciella,mature,1,6,30,6
NBNORG0000057979,Ectoedemia angulifasciella,mature,1,7,31,7
NBNORG0000057980,Ectoedemia arcuatella,mature,1,6,31,7
NBNORG0000057981,Ectoedemia argyropeza,mature,1,5,30,6
NBNORG0000057982,Ectoedemia atricollis,mature,1,6,30,6
NBNORG0000057984,Ectoedemia erythrogenella,mature,1,7,31,7
NBNORG0000086938,Ectoedemia hannoverella,mature,1,5,30,6
NBNORG0000099334,Ectoedemia heckfordi,mature,1,4,31,5
NBNORG0000086939,Ectoedemia heringella,mature,21,6,7,8
NBNORG0000057985,Ectoedemia heringi,mature,1,6,31,7
NBNORG0000057986,Ectoedemia intimella,mature,1,6,30,6
NBNORG0000057987,Ectoedemia minimella,mature,1,5,30,6
NBNORG0000057988,Ectoedemia occultella,mature,1,6,31,7
NBNORG0000057989,Ectoedemia quinquella,mature,1,6,31,7
NBNORG0000057990,Ectoedemia rubivora,mature,1,6,31,7
NBNORG0000057991,Ectoedemia spinosella,mature,1,6,30,6
NBNORG0000057992,Ectoedemia subbimaculella,mature,1,6,31,7
NBNORG0000057993,Ectoedemia turbidella,mature,1,5,30,6
NBNORG0000009400,Egira conspicillaris,mature,1,4,15,6
NBNORG0000057995,Eidophasia messingiella,mature,1,6,31,7
NBNORG0000057996,Eilema caniola,mature,1,6,15,10
NBNORG0000009308,Eilema complana,mature,15,6,15,9
NBNORG0000041865,Eilema depressa,mature,1,6,15,10
NBNORG0000057998,Eilema griseola,mature,1,6,30,9
NBNORG0000009309,Eilema lurideola,mature,1,6,30,9
NBNORG0000009307,Eilema pygmaeola,mature,15,6,15,8
NBNORG0000008863,Eilema pygmaeola pallifrons,mature,15,6,15,8
NBNORG0000008862,Eilema pygmaeola pygmaeola,mature,15,6,15,8
NBNORG0000009306,Eilema sororcula,mature,15,4,7,8
NBNORG0000057999,Elachista adscitella,mature,1,5,31,8
NBNORG0000057569,Elachista albidella,mature,1,6,31,8
NBNORG0000058000,Elachista albifrontella,mature,15,5,31,7
NBNORG0000058001,Elachista alpinella,mature,1,6,30,9
NBNORG0000058002,Elachista apicipunctella,mature,7,4,15,8
NBNORG0000058003,Elachista argentella,mature,15,4,7,8
NBNORG0000058004,Elachista atricomella,mature,1,5,30,9
NBNORG0000058005,Elachista bedellella,mature,1,5,31,8
NBNORG0000058006,Elachista biatomella,mature,1,5,31,8
NBNORG0000058007,Elachista bisulcella,mature,1,5,30,9
NBNORG0000058008,Elachista canapennella,mature,1,4,30,9
NBNORG0000057570,Elachista cinereopunctella,mature,1,5,30,6
NBNORG0000058009,Elachista cingillella,mature,1,5,30,6
NBNORG0000058010,Elachista collitella,mature,15,5,21,6
NBNORG0000057848,Elachista consortella,mature,1,3,30,9
NBNORG0000057571,Elachista eleochariella,mature,1,6,7,8
NBNORG0000041869,Elachista eskoi,mature,21,5,7,7
NBNORG0000057849,Elachista freyerella,mature,1,4,31,8
NBNORG0000058011,Elachista gangabella,mature,1,5,30,6
NBNORG0000117191,Elachista geminatella,mature,1,6,31,8
NBNORG0000058012,Elachista gleichenella,mature,1,6,31,8
NBNORG0000058013,Elachista humilis,mature,15,4,15,9
NBNORG0000058014,Elachista kilmunella,mature,1,5,31,7
NBNORG0000058015,Elachista littoricola,mature,1,6,30,6
NBNORG0000058016,Elachista luticomella,mature,1,6,7,8
NBNORG0000041870,Elachista maculicerusella,mature,1,5,30,9
NBNORG0000086940,Elachista nobilella,mature,21,5,7,7
NBNORG0000058017,Elachista obliquella,mature,1,5,31,8
NBNORG0000058018,Elachista orstadii,mature,1,4,30,6
NBNORG0000058019,Elachista poae,mature,21,5,31,8
NBNORG0000058020,Elachista pomerana,mature,1,4,30,9
NBNORG0000058021,Elachista regificella,mature,1,7,31,7
NBNORG0000058022,Elachista rufocinerea,mature,1,4,30,6
NBNORG0000057572,Elachista scirpi,mature,1,6,7,8
NBNORG0000057573,Elachista serricornis,mature,1,6,31,7
NBNORG0000057850,Elachista stabilella,mature,15,4,15,9
NBNORG0000058023,Elachista subalbidella,mature,1,5,31,7
NBNORG0000058024,Elachista subnigrella,mature,21,4,31,8
NBNORG0000058025,Elachista subocellea,mature,1,5,31,7
NBNORG0000117192,Elachista tengstromi,mature,1,7,31,8
NBNORG0000057574,Elachista trapeziella,mature,21,5,31,7
NBNORG0000058026,Elachista triatomea,mature,1,6,31,7
NBNORG0000058027,Elachista triseriatella,mature,1,6,31,7
NBNORG0000058028,Elachista unifasciella,mature,21,5,30,6
NBNORG0000057575,Elachista utonella,mature,1,5,7,8
NBNORG0000058029,Elaphria venustula,mature,7,5,21,8
NBNORG0000009140,Electrophaes corylata,mature,15,4,7,8
NBNORG0000086941,Elegia fallax,mature,1,4,30,4
NBNORG0000041874,Elegia similella,mature,21,5,15,8
NBNORG0000058033,Elophila nymphaeata,mature,21,5,30,9
NBNORG0000132273,Elophila rivulalis,mature,21,5,7,8
NBNORG0000009248,Ematurga atomaria,mature,21,3,7,8
NBNORG0000102984,Emmelina argoteles,mature,1,5,31,10
NBNORG0000058035,Emmelina monodactyla,mature,1,1,31,12
NBNORG0000009478,Enargia paleacea,mature,21,6,15,10
NBNORG0000058036,Enarmonia formosana,mature,1,5,30,9
NBNORG0000058037,Endothenia ericetana,mature,1,6,30,9
NBNORG0000058038,Endothenia gentianaeana,mature,1,5,7,9
NBNORG0000058039,Endothenia marginana,mature,1,5,7,9
NBNORG0000058040,Endothenia nigricostana,mature,21,5,31,7
NBNORG0000058041,Endothenia oblongana,mature,1,5,7,9
NBNORG0000058042,Endothenia pullana,mature,21,5,31,7
NBNORG0000058043,Endothenia quadrimaculana,mature,1,6,30,9
NBNORG0000058044,Endothenia ustulana,mature,1,5,31,8
NBNORG0000058046,Endotricha flammealis,mature,15,6,31,10
NBNORG0000009049,Endromis versicolora,mature,21,3,21,5
NBNORG0000058047,Endrosis sarcitrella,mature,1,1,31,12
NBNORG0000009225,Ennomos alniaria,mature,15,6,31,10
NBNORG0000058049,Ennomos autumnaria,mature,1,8,7,10
NBNORG0000058050,Ennomos erosaria,mature,21,6,21,10
NBNORG0000009226,Ennomos fuscantaria,mature,7,7,31,10
NBNORG0000009224,Ennomos quercinaria,mature,21,6,21,10
NBNORG0000058052,Entephria caesiata,mature,1,6,7,10
NBNORG0000117280,Entephria caesiata hethlandicaria,mature,1,6,7,10
NBNORG0000059760,Entephria flavicinctata,mature,7,5,21,10
NBNORG0000058053,Entephria flavicinctata flavicinctata,mature,7,5,21,10
NBNORG0000058054,Entephria flavicinctata ruficinctata,mature,7,5,21,10
NBNORG0000041899,Enteucha acetosae,mature,1,4,31,7
NBNORG0000058055,Epagoge grotiana,mature,1,5,31,8
NBNORG0000058056,Epermenia aequidentellus,mature,1,6,31,10
NBNORG0000058057,Epermenia chaerophyllella,mature,1,1,31,12
NBNORG0000041901,Epermenia falciformis,mature,1,6,30,9
NBNORG0000041902,Epermenia farreni,mature,1,6,31,7
NBNORG0000058058,Epermenia insecurella,mature,1,5,31,8
NBNORG0000041903,Epermenia profugella,mature,1,7,31,8
NBNORG0000058062,Ephestia elutella,mature,1,4,7,9
NBNORG0000058064,Ephestia kuehniella,mature,1,2,31,12
NBNORG0000117253,Ephestia woodiella,mature,15,4,15,9
NBNORG0000058066,Epiblema cirsiana,mature,1,5,31,7
NBNORG0000058067,Epiblema cnicicolana,mature,15,5,30,6
NBNORG0000058068,Epiblema costipunctana,mature,1,5,31,8
NBNORG0000058070,Epiblema foenella,mature,21,6,30,9
NBNORG0000058071,Epiblema grandaevana,mature,1,6,31,7
NBNORG0000058075,Epiblema scutulana,mature,7,4,31,8
NBNORG0000041905,Epiblema sticticana,mature,1,5,31,8
NBNORG0000058078,Epiblema turbidana,mature,21,6,31,7
NBNORG0000058080,Epicallima formosella,mature,1,7,31,7
NBNORG0000058082,Epichnopterix plumella,mature,1,5,30,6
NBNORG0000058083,Epichoristodes acerbella,mature,26,7,26,7
NBNORG0000058084,Epinotia abbreviana,mature,1,6,30,9
NBNORG0000058085,Epinotia bilunana,mature,21,5,31,8
NBNORG0000058086,Epinotia brunnichana,mature,1,7,7,10
NBNORG0000058087,Epinotia caprana,mature,21,7,31,10
NBNORG0000117236,Epinotia cinereana,mature,1,7,30,9
NBNORG0000058088,Epinotia crenana,mature,31,7,1,5
NBNORG0000058089,Epinotia cruciana,mature,1,5,31,8
NBNORG0000058090,Epinotia demarniana,mature,21,5,31,7
NBNORG0000058091,Epinotia fraternana,mature,1,5,15,8
NBNORG0000117235,Epinotia granitana,mature,1,5,30,6
NBNORG0000058092,Epinotia immundana,mature,1,4,30,9
NBNORG0000058093,Epinotia maculana,mature,1,8,31,10
NBNORG0000058094,Epinotia mercuriana,mature,1,7,30,9
NBNORG0000058095,Epinotia nanana,mature,1,6,31,8
NBNORG0000058096,Epinotia nemorivaga,mature,1,6,31,7
NBNORG0000058097,Epinotia nigricana,mature,21,6,31,7
NBNORG0000058098,Epinotia nisella,mature,1,6,30,11
NBNORG0000058100,Epinotia pygmaeana,mature,21,3,7,6
NBNORG0000058101,Epinotia ramella,mature,1,7,31,10
NBNORG0000058102,Epinotia rubiginosana,mature,21,5,31,7
NBNORG0000058103,Epinotia signatana,mature,1,6,31,7
NBNORG0000058104,Epinotia solandriana,mature,1,7,7,9
NBNORG0000058105,Epinotia sordidana,mature,1,8,31,10
NBNORG0000058106,Epinotia subocellana,mature,1,5,31,7
NBNORG0000058107,Epinotia subsequana,mature,1,4,31,5
NBNORG0000058108,Epinotia tedella,mature,1,5,31,8
NBNORG0000058109,Epinotia tenerana,mature,1,6,7,10
NBNORG0000058110,Epinotia tetraquetrana,mature,1,4,30,6
NBNORG0000058111,Epinotia trigonella,mature,1,8,30,9
NBNORG0000009221,Epione repandaria,mature,7,6,15,10
NBNORG0000041917,Epione vespertaria,mature,15,6,21,8
NBNORG0000058112,Epiphyas postvittana,mature,1,1,31,12
NBNORG0000059773,Epirrhoe alternata,mature,1,4,30,9
NBNORG0000058113,Epirrhoe alternata alternata,mature,15,4,30,9
NBNORG0000008836,Epirrhoe alternata obscurata,mature,15,4,30,9
NBNORG0000058114,Epirrhoe galiata,mature,1,5,30,9
NBNORG0000058115,Epirrhoe rivata,mature,1,4,15,9
NBNORG0000009118,Epirrhoe tristata,mature,1,4,7,9
NBNORG0000009153,Epirrita autumnata,mature,21,8,7,12
NBNORG0000009152,Epirrita christyi,mature,15,9,7,12
NBNORG0000058116,Epirrita dilutata,mature,1,9,15,12
NBNORG0000086951,Epirrita dilutata agg.,mature,21,8,15,12
NBNORG0000058117,Epirrita filigrammaria,mature,15,8,31,10
NBNORG0000018504,Epischnia asteris,mature,1,6,30,9
NBNORG0000009238,Erannis defoliaria,mature,1,9,15,4
NBNORG0000058123,Eremobia ochroleuca,mature,21,6,7,9
NBNORG0000041928,Eriocrania cicatricella,mature,1,4,30,4
NBNORG0000058125,Eriocrania salopiella,mature,1,4,31,5
NBNORG0000058126,Eriocrania sangii,mature,1,3,30,4
NBNORG0000058127,Eriocrania semipurpurella,mature,1,3,30,4
NBNORG0000058128,Eriocrania sparrmannella,mature,1,4,31,5
NBNORG0000058130,Eriocrania unimaculella,mature,1,3,30,4
NBNORG0000009039,Eriogaster lanestris,mature,21,2,7,5
NBNORG0000058132,Eriopsela quadrana,mature,21,4,7,6
NBNORG0000009396,Eriopygodes imbecilla,mature,15,6,15,7
NBNORG0000058134,Esperia sulphurella,mature,15,3,15,7
NBNORG0000041858,Etainia decentella,mature,1,5,7,9
NBNORG0000041859,Etainia louisella,mature,1,5,31,10
NBNORG0000041861,Etainia sericopeza,mature,21,4,7,9
NBNORG0000018486,Ethmia bipunctella,mature,1,5,30,9
NBNORG0000018485,Ethmia dodecea,mature,1,5,31,8
NBNORG0000018487,Ethmia pusiella,mature,1,6,31,8
NBNORG0000058135,Ethmia pyrausta,mature,21,4,30,6
NBNORG0000041938,Ethmia quadrillella,mature,1,5,31,8
NBNORG0000018484,Ethmia terminella,mature,1,6,7,7
NBNORG0000058136,Etiella zinckenella,mature,21,7,31,10
NBNORG0000009540,Eublemma minutata,mature,1,5,31,8
NBNORG0000058137,Eublemma ostrina,mature,21,1,21,12
NBNORG0000058138,Eublemma parva,mature,21,5,31,10
NBNORG0000086952,Eublemma purpurina,mature,15,6,15,10
NBNORG0000104237,Eucarta virgo,mature,21,6,21,7
NBNORG0000058140,Euchalcia variabilis,mature,1,6,31,8
NBNORG0000009203,Euchoeca nebulata,mature,1,5,7,9
NBNORG0000058142,Euchromius ocellea,mature,1,1,31,12
NBNORG0000117609,Euchromius ramburiellus,mature,1,10,31,10
NBNORG0000058143,Euclemensia woodiella,mature,1,6,30,6
NBNORG0000006856,Euclidia glyphica,mature,15,4,21,7
NBNORG0000058144,Eucosma aemulana,mature,1,7,31,8
NBNORG0000058145,Eucosma aspidiscana,mature,21,4,30,6
NBNORG0000058146,Eucosma campoliliana,mature,15,5,7,9
NBNORG0000058147,Eucosma cana,mature,21,5,15,9
NBNORG0000058149,Eucosma conterminana,mature,15,5,7,9
NBNORG0000058150,Eucosma fulvana,mature,21,5,7,8
NBNORG0000122825,Eucosma hohenwartiana,mature,15,5,31,8
NBNORG0000041942,Eucosma lacteana,mature,1,7,31,8
NBNORG0000058151,Eucosma metzneriana,mature,1,5,31,7
NBNORG0000058152,Eucosma obumbratana,mature,15,6,31,8
NBNORG0000086942,Eucosma parvulana,mature,1,6,31,7
NBNORG0000058154,Eucosma pupillana,mature,1,6,31,8
NBNORG0000058148,Eucosma rubescana,mature,1,6,31,7
NBNORG0000058155,Eucosma tripoliana,mature,1,7,30,9
NBNORG0000058156,Eucosmomorpha albersana,mature,1,5,30,6
NBNORG0000058157,Eudarcia richardsoni,mature,1,6,31,7
NBNORG0000058158,Eudemis porphyrana,mature,1,7,31,8
NBNORG0000058159,Eudemis profundana,mature,1,6,7,9
NBNORG0000058160,Eudonia alpina,mature,15,5,31,7
NBNORG0000058161,Eudonia angustea,mature,1,3,30,11
NBNORG0000058162,Eudonia delunella,mature,1,6,31,8
NBNORG0000026827,Eudonia lacustrata,mature,1,5,15,10
NBNORG0000058163,Eudonia lineola,mature,21,6,7,9
NBNORG0000058164,Eudonia mercurella,mature,15,4,15,10
NBNORG0000058165,Eudonia murana,mature,15,5,15,9
NBNORG0000058166,Eudonia pallida,mature,1,5,30,9
NBNORG0000058167,Eudonia truncicolella,mature,15,6,15,10
NBNORG0000009347,Eugnorisma depuncta,mature,1,7,21,9
NBNORG0000058169,Eugnorisma glareosa,mature,1,8,31,10
NBNORG0000041945,Euhyponomeuta stannella,mature,1,6,31,7
NBNORG0000058175,Eulia ministrana,mature,1,5,7,7
NBNORG0000009131,Eulithis mellinata,mature,1,6,15,9
NBNORG0000009130,Eulithis populata,mature,1,6,7,10
NBNORG0000009128,Eulithis prunata,mature,7,5,15,9
NBNORG0000009129,Eulithis testata,mature,21,6,7,10
NBNORG0000009150,Euphyia biangulata,mature,1,5,15,9
NBNORG0000009151,Euphyia unangulata,mature,1,4,15,9
NBNORG0000009188,Eupithecia abbreviata,mature,1,2,30,6
NBNORG0000009167,Eupithecia abietaria,mature,7,5,15,8
NBNORG0000009177,Eupithecia absinthiata,mature,21,4,15,9
NBNORG0000009178,Eupithecia assimilata,mature,1,4,15,9
NBNORG0000058180,Eupithecia centaureata,mature,15,4,30,9
NBNORG0000059825,Eupithecia denotata,mature,15,5,15,8
NBNORG0000058181,Eupithecia denotata denotata,mature,15,5,15,8
NBNORG0000059826,Eupithecia distinctaria,mature,21,5,21,8
NBNORG0000058184,Eupithecia dodoneata,mature,15,3,21,7
NBNORG0000058185,Eupithecia egenaria,mature,1,5,15,7
NBNORG0000059827,Eupithecia exiguata,mature,1,4,31,7
NBNORG0000009179,Eupithecia expallidata,mature,15,5,7,9
NBNORG0000059828,Eupithecia extensaria,mature,1,6,7,7
NBNORG0000058187,Eupithecia extensaria extensaria,mature,1,6,7,7
NBNORG0000009185,Eupithecia extensaria occidua,mature,1,6,7,7
NBNORG0000058188,Eupithecia haworthiata,mature,21,5,31,8
NBNORG0000009182,Eupithecia icterata,mature,15,5,21,9
NBNORG0000058190,Eupithecia indigata,mature,7,4,15,7
NBNORG0000009186,Eupithecia innotata,mature,21,4,30,9
NBNORG0000058193,Eupithecia insigniata,mature,15,4,7,6
NBNORG0000009171,Eupithecia intricata,mature,21,4,7,8
NBNORG0000009174,Eupithecia intricata hibernica,mature,21,4,7,8
NBNORG0000058194,Eupithecia intricata intricata,mature,21,4,7,8
NBNORG0000058195,Eupithecia inturbata,mature,1,5,7,9
NBNORG0000058196,Eupithecia irriguata,mature,21,3,7,6
NBNORG0000009190,Eupithecia lariciata,mature,1,4,15,9
NBNORG0000058197,Eupithecia linariata,mature,1,5,30,9
NBNORG0000086953,Eupithecia massiliata,mature,1,4,15,4
NBNORG0000058198,Eupithecia millefoliata,mature,15,5,15,8
NBNORG0000058199,Eupithecia nanata,mature,1,4,30,9
NBNORG0000009189,Eupithecia phoeniceata,mature,1,7,31,10
NBNORG0000058200,Eupithecia pimpinellata,mature,21,5,31,8
NBNORG0000009166,Eupithecia plumbeolata,mature,1,5,21,7
NBNORG0000062449,Eupithecia pulchellata,mature,15,4,7,9
NBNORG0000059829,Eupithecia pusillata,mature,15,5,15,10
NBNORG0000058204,Eupithecia pygmaeata,mature,21,4,31,8
NBNORG0000009175,Eupithecia satyrata,mature,15,4,7,8
NBNORG0000058206,Eupithecia satyrata curzoni,mature,15,4,7,8
NBNORG0000058207,Eupithecia satyrata satyrata,mature,15,4,7,8
NBNORG0000009184,Eupithecia simpliciata,mature,21,5,31,8
NBNORG0000008849,Eupithecia sinuosaria,mature,1,6,31,8
NBNORG0000009181,Eupithecia subfuscata,mature,15,4,31,8
NBNORG0000058208,Eupithecia subumbrata,mature,7,5,15,8
NBNORG0000009183,Eupithecia succenturiata,mature,21,5,30,9
NBNORG0000009191,Eupithecia tantillaria,mature,15,4,21,8
NBNORG0000058209,Eupithecia tenuiata,mature,7,5,7,9
NBNORG0000058210,Eupithecia tripunctaria,mature,1,4,7,10
NBNORG0000058211,Eupithecia trisignaria,mature,1,5,31,8
NBNORG0000023171,Eupithecia ultimaria,mature,1,5,21,10
NBNORG0000058212,Eupithecia valerianata,mature,15,5,15,8
NBNORG0000009169,Eupithecia venosata,mature,15,4,31,7
NBNORG0000058213,Eupithecia venosata fumosae,mature,15,4,31,7
NBNORG0000058214,Eupithecia venosata hebridensis,mature,15,4,31,7
NBNORG0000058215,Eupithecia venosata ochracae,mature,15,4,31,7
NBNORG0000058216,Eupithecia venosata plumbea,mature,15,4,31,7
NBNORG0000008844,Eupithecia venosata venosata,mature,15,4,31,7
NBNORG0000009187,Eupithecia virgaureata,mature,1,4,7,10
NBNORG0000009180,Eupithecia vulgata,mature,1,4,31,8
NBNORG0000009325,Euplagia quadripunctaria,mature,1,7,15,9
NBNORG0000009473,Euplexia lucipara,mature,1,5,7,10
NBNORG0000058219,Eupoecilia ambiguella,mature,1,5,31,8
NBNORG0000059834,Eupoecilia angustana,mature,1,5,30,9
NBNORG0000058220,Eupoecilia angustana angustana,mature,1,6,30,9
NBNORG0000041990,Eupoecilia angustana thuleana,mature,1,6,30,9
NBNORG0000009295,Euproctis chrysorrhoea,mature,15,6,31,10
NBNORG0000009296,Euproctis similis,mature,1,6,31,10
NBNORG0000009441,Eupsilia transversa,mature,7,9,15,5
NBNORG0000018505,Eurhodope cirrigerella,mature,21,6,15,8
NBNORG0000009369,Eurois occulta,mature,15,6,15,9
NBNORG0000041939,Euspilapteryx auroguttella,mature,1,4,7,10
NBNORG0000058223,Eustroma reticulata,mature,15,6,15,8
NBNORG0000009046,Euthrix potatoria,mature,21,5,7,9
NBNORG0000009334,Euxoa cursoria,mature,1,7,30,9
NBNORG0000058225,Euxoa nigricans,mature,1,6,7,10
NBNORG0000059843,Euxoa obelisca,mature,15,7,30,9
NBNORG0000009332,Euxoa obelisca grisea,mature,15,7,30,9
NBNORG0000058226,Euxoa obelisca obelisca,mature,15,7,30,9
NBNORG0000009333,Euxoa tritici,mature,15,6,30,9
NBNORG0000096169,Euxoa tritici/obelisca,mature,15,6,30,9
NBNORG0000058227,Euzophera bigella,mature,1,6,30,9
NBNORG0000058228,Euzophera cinerosella,mature,1,5,7,9
NBNORG0000058230,Euzophera pinguis,mature,1,6,30,9
NBNORG0000058232,Evergestis extimalis,mature,21,4,30,9
NBNORG0000058233,Evergestis forficalis,mature,21,4,30,9
NBNORG0000058234,Evergestis limbata,mature,21,5,7,9
NBNORG0000058235,Evergestis pallidata,mature,21,6,31,8
NBNORG0000058236,Exaeretia allisella,mature,1,7,31,8
NBNORG0000058237,Exaeretia ciniflonella,mature,30,6,1,5
NBNORG0000058238,Exapate congelatella,mature,1,10,31,12
NBNORG0000058239,Exoteleia dodecella,mature,1,6,15,8
NBNORG0000009509,Fabula zollikoferi,mature,1,9,30,9
NBNORG0000009246,Fagivorina arenaria,mature,1,7,7,8
NBNORG0000009050,Falcaria lacertinaria,mature,1,4,15,9
NBNORG0000058240,Falseuncaria degreyana,mature,1,5,31,8
NBNORG0000058241,Falseuncaria ruficiliana,mature,21,4,31,8
NBNORG0000041860,Fomoria septembrella,mature,1,5,7,9
NBNORG0000041862,Fomoria weaveri,mature,21,5,31,8
NBNORG0000059407,Friedlanderia cicatricella,mature,1,7,15,8
NBNORG0000009276,Furcula bicuspis,mature,15,4,21,8
NBNORG0000009278,Furcula bifida,mature,15,4,31,8
NBNORG0000009277,Furcula furcula,mature,15,4,31,8
NBNORG0000009165,Gagitodes sagittata,mature,15,6,21,7
NBNORG0000117341,Galgula partita,mature,21,8,7,10
NBNORG0000058242,Galleria mellonella,mature,1,6,31,10
NBNORG0000058176,Gandaritis pyraliata,mature,1,6,7,9
