"species","preferred_species_name","tvk","recording_period","flight_period","id_difficulty"
"Acrolepiopsis betulella","Acrolepiopsis betulella","NHMSYS0000500972",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Acrolepiopsis marcidella","Acrolepiopsis marcidella","NHMSYS0000500973",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Digitivalva perlepidella","Digitivalva perlepidella","NHMSYS0000502176",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Digitivalva pulicariae","Digitivalva pulicariae","NHMSYS0000502177",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Glyphipterix equitella","Glyphipterix equitella","NHMSYS0000502732",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Glyphipterix forsterella","Glyphipterix forsterella","NHMSYS0000502734",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Glyphipterix fuscoviridella","Glyphipterix fuscoviridella","NHMSYS0000502735",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Glyphipterix haworthana","Glyphipterix haworthana","NHMSYS0000502736",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Glyphipterix schoenicolella","Glyphipterix schoenicolella","NHMSYS0000502738",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Glyphipterix simpliciella","Glyphipterix simpliciella","NHMSYS0000502739",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Glyphipterix thrasonella","Glyphipterix thrasonella","NHMSYS0000502740",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Orthotelia sparganella","Orthotelia sparganella","NBNSYS0100004352",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Acrocercops brongniardella","Acrocercops brongniardella","NHMSYS0000500964",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Aspilapteryx tringipennella","Aspilapteryx tringipennella","NHMSYS0000501407",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Callisto coffeella","Callisto coffeella","NHMSYS0000501594",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Callisto denticulella","Callisto denticulella","NHMSYS0000501595",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Caloptilia alchimiella","Caloptilia alchimiella","NHMSYS0000501602",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Caloptilia azaleella","Caloptilia azaleella","NHMSYS0000501603",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Caloptilia betulicola","Caloptilia betulicola","NBNSYS0000025873",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Caloptilia cuculipennella","Caloptilia cuculipennella","NHMSYS0000501605",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Caloptilia elongella","Caloptilia elongella","NHMSYS0000501606",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Caloptilia falconipennella","Caloptilia falconipennella","NHMSYS0021142417",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Caloptilia hemidactylella","Caloptilia hemidactylella","NHMSYS0021142420",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Caloptilia honoratella","Caloptilia honoratella","NHMSYS0021297289",,,"5: Ungraded."
"Caloptilia populetorum","Caloptilia populetorum","NHMSYS0000501611",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Caloptilia robustella","Caloptilia robustella","NHMSYS0000501613",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Caloptilia rufipennella","Caloptilia rufipennella","NHMSYS0000501614",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Caloptilia semifascia","Caloptilia semifascia","NHMSYS0000501615",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Caloptilia stigmatella","Caloptilia stigmatella","NHMSYS0000501616",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Calybites phasianipennella","Calybites phasianipennella","NHMSYS0021142423",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Cameraria ohridella","Cameraria ohridella","NHMSYS0021142455",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Dialectica imperialella","Dialectica imperialella","NBNSYS0100002788",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Dialectica scalariella","Dialectica scalariella","NHMSYS0001703652",,,"5: Ungraded."
"Euspilapteryx auroguttella","Euspilapteryx auroguttella","NHMSYS0021142422",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Gracillaria syringella","Gracillaria syringella","NHMSYS0020973221",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Leucospilapteryx omissella","Leucospilapteryx omissella","NHMSYS0000503055",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Parectopa ononidis","Parectopa ononidis","NHMSYS0000503630",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Parornix alpicola","Parornix alpicola","NHMSYS0021142429",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Parornix anglicella","Parornix anglicella","NHMSYS0000503642",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Parornix atripalpella","Parornix atripalpella","NHMSYS0021166457",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Parornix betulae","Parornix betulae","NHMSYS0000503643",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Parornix carpinella","Parornix carpinella","NHMSYS0000503644",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Parornix devoniella","Parornix devoniella","NHMSYS0000503645",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Parornix fagivora","Parornix fagivora","NHMSYS0000503646",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Parornix finitimella","Parornix finitimella","NHMSYS0000503647",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Parornix loganella","Parornix loganella","NHMSYS0000503648",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Parornix scoticella","Parornix scoticella","NHMSYS0000503649",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Parornix torquillella","Parornix torquillella","NBNSYS0000025900",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllocnistis ramulicola","Phyllocnistis ramulicola","NHMSYS0020973889",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllocnistis saligna","Phyllocnistis saligna","NHMSYS0000503752",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllocnistis unipunctella","Phyllocnistis unipunctella","NHMSYS0000503753",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllocnistis xenia","Phyllocnistis xenia","NHMSYS0000503754",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phyllonorycter acerifoliella","Phyllonorycter acerifoliella","NBNSYS0100004608",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter anderidae","Phyllonorycter anderidae","NHMSYS0000503759",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phyllonorycter apparella","Phyllonorycter apparella","NHMSYS0021166463",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter blancardella","Phyllonorycter blancardella","NHMSYS0000503761",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter cavella","Phyllonorycter cavella","NHMSYS0000503763",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter cerasicolella","Phyllonorycter cerasicolella","NHMSYS0000503764",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter comparella","Phyllonorycter comparella","NHMSYS0021142454",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phyllonorycter coryli","Phyllonorycter coryli","NHMSYS0000503767",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter corylifoliella","Phyllonorycter corylifoliella","NHMSYS0000503768",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter distentella","Phyllonorycter distentella","NHMSYS0000503773",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter dubitella","Phyllonorycter dubitella","NHMSYS0000503774",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter emberizaepenella","Phyllonorycter emberizaepenella","NBNSYS0100004615",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter esperella","Phyllonorycter esperella","NHMSYS0021142445",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter froelichiella","Phyllonorycter froelichiella","NHMSYS0000503776",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter geniculella","Phyllonorycter geniculella","NHMSYS0000503777",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter harrisella","Phyllonorycter harrisella","NHMSYS0000503778",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Phyllonorycter heegeriella","Phyllonorycter heegeriella","NHMSYS0000503779",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Phyllonorycter hilarella","Phyllonorycter hilarella","NBNSYS0100004617",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter hostis","Phyllonorycter hostis","NHMSYS0021008131",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter insignitella","Phyllonorycter insignitella","NHMSYS0000503780",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phyllonorycter joannisi","Phyllonorycter joannisi","NHMSYS0021142452",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phyllonorycter junoniella","Phyllonorycter junoniella","NHMSYS0000503781",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter klemannella","Phyllonorycter klemannella","NHMSYS0021142449",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter kuhlweiniella","Phyllonorycter kuhlweiniella","NBNSYS0100004618",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phyllonorycter lantanella","Phyllonorycter lantanella","NHMSYS0000503783",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter lautella","Phyllonorycter lautella","NHMSYS0000503784",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter leucographella","Phyllonorycter leucographella","NBNSYS0000005356",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter maestingella","Phyllonorycter maestingella","NHMSYS0000503785",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter mespilella","Phyllonorycter mespilella","NHMSYS0021142436",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter messaniella","Phyllonorycter messaniella","NHMSYS0000503787",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter muelleriella","Phyllonorycter muelleriella","NHMSYS0000503788",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter nicellii","Phyllonorycter nicellii","NHMSYS0000503789",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter nigrescentella","Phyllonorycter nigrescentella","NHMSYS0000503790",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phyllonorycter oxyacanthae","Phyllonorycter oxyacanthae","NHMSYS0000503791",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter pastorella","Phyllonorycter pastorella","NHMSYS0021128165",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phyllonorycter platani","Phyllonorycter platani","NBNSYS0100004619",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter quercifoliella","Phyllonorycter quercifoliella","NHMSYS0000503796",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter quinqueguttella","Phyllonorycter quinqueguttella","NHMSYS0000503798",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter rajella","Phyllonorycter rajella","NHMSYS0000503800",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter roboris","Phyllonorycter roboris","NHMSYS0000503801",,,"1: Generally distinctive species unlikely to be confused with other species. Records usually accepted within the normal flight period or geographical range; otherwise one or more good quality photographs, or possibly a specimen, may be required. Applies to species which will quickly become familiar to those gaining experience."
"Phyllonorycter sagitella","Phyllonorycter sagitella","NHMSYS0000503802",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phyllonorycter salicicolella","Phyllonorycter salicicolella","NHMSYS0000503803",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter scabiosella","Phyllonorycter scabiosella","NHMSYS0000503807",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phyllonorycter schreberella","Phyllonorycter schreberella","NHMSYS0000503808",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter scopariella","Phyllonorycter scopariella","NHMSYS0000503809",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phyllonorycter sorbi","Phyllonorycter sorbi","NHMSYS0000503810",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter spinicolella","Phyllonorycter spinicolella","NBNSYS0100004624",,,"4: Species that can only be identified following critical assessment often involving dissection and examination of genitalia. A specimen should be retained for confirmation."
"Phyllonorycter staintoniella","Phyllonorycter staintoniella","NBNSYS0100004625",,,"3: Very scarce species or species that are difficult to identify. A voucher specimen may be required by your County Recorder (seek advice before releasing the moth) particularly if the species record is outside of the normal flight period or geographical range. A good set of photographs showing all critical identification features clearly may suffice in some cases."
"Phyllonorycter stettinensis","Phyllonorycter stettinensis","NHMSYS0000503812",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter strigulatella","Phyllonorycter strigulatella","NHMSYS0021142446",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
"Phyllonorycter tenerella","Phyllonorycter tenerella","NHMSYS0000503815",,,"2: Can be confused with other species. Should not present any difficulty for experienced recorders; however, good quality photographs or a specimen will be required if the recorder is not familiar with the species, and experienced recorders may be expected to provide additional evidence if the species record is outside of the normal flight period or geographical range. Worn specimens (esp. micro-moths) are likely to be unidentifiable unless a specimen is retained for microscopic examination."
