taxon,tvk,km100,km10,coord_system
Ectobius panzeri,NHMSYS0001387301,SN,20,OSGB
Ectobius panzeri,NHMSYS0001387301,SR,89 99,OSGB
Ectobius panzeri,NHMSYS0001387301,SS,14 20 43,OSGB
Ectobius panzeri,NHMSYS0001387301,ST,17 60 81,OSGB
Ectobius panzeri,NHMSYS0001387301,SU,00 01 10 11 14 20 21 22 25 30 40 70 75 85 86 93 98,OSGB
Ectobius panzeri,NHMSYS0001387301,SV,80 81 90 91,OSGB
Ectobius panzeri,NHMSYS0001387301,SW,32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 74 75 76 81 82 83,OSGB
Ectobius panzeri,NHMSYS0001387301,SX,03 15 35 44 45 54 63 73 74 76 83 84 85 87 95 96 97,OSGB
Ectobius panzeri,NHMSYS0001387301,SY,08 28 39 48 58 66 67 68 77 78 79 87 88 89 97 98 99,OSGB
Ectobius panzeri,NHMSYS0001387301,SZ,07 08 09 19 28 29 38 39 47 48 49 57 79,OSGB
Ectobius panzeri,NHMSYS0001387301,TG,20,OSGB
Ectobius panzeri,NHMSYS0001387301,TM,11 23 33 45 46 59,OSGB
Ectobius panzeri,NHMSYS0001387301,TQ,16 30 81 86 91,OSGB
Ectobius panzeri,NHMSYS0001387301,TR,01 02 13 15 24 35 36,OSGB
Euborellia annulipes,NHMSYS0001387304,NT,27,OSGB
Euborellia annulipes,NHMSYS0001387304,SJ,79,OSGB
Euborellia annulipes,NHMSYS0001387304,SK,22,OSGB
Euborellia annulipes,NHMSYS0001387304,SO,98,OSGB
Euborellia annulipes,NHMSYS0001387304,SW,83,OSGB
Euborellia annulipes,NHMSYS0001387304,SX,47,OSGB
Euborellia annulipes,NHMSYS0001387304,TA,02,OSGB
Euborellia annulipes,NHMSYS0001387304,TQ,29 78 97,OSGB
Euborellia annulipes,NHMSYS0001387304,TR,35,OSGB
Forficula auricularia,NHMSYS0001387317,HP,40 41 50 51 60 61 62,OSGB
Forficula auricularia,NHMSYS0001387317,HT,93 94,OSGB
Forficula auricularia,NHMSYS0001387317,HU,14 15 16 24 25 26 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 48 49 53 54 55 56 57 58 59 66 67 68 69 77,OSGB
Forficula auricularia,NHMSYS0001387317,HW,83,OSGB
Forficula auricularia,NHMSYS0001387317,HY,10 20 21 22 23 30 31 32 33 40 41 42 43 50 51 52 60 61,OSGB
Forficula auricularia,NHMSYS0001387317,HZ,16 17 26 27,OSGB
Forficula auricularia,NHMSYS0001387317,NA,00 10 92 93,OSGB
Forficula auricularia,NHMSYS0001387317,NB,02 03 12 13 14 22 23 24 32 33 34 42 43 44 52 53 54 90 91,OSGB
Forficula auricularia,NHMSYS0001387317,NC,00 01 02 03 10 11 12 13 14 15 16 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 73 74 75 76 80 81 82 83 84 85 86 90 91 92 95 96,OSGB
Forficula auricularia,NHMSYS0001387317,ND,01 02 03 04 05 06 07 12 13 14 15 16 17 18 19 23 24 25 26 27 28 29 33 34 35 36 38 39 48 49 59 69,OSGB
Forficula auricularia,NHMSYS0001387317,NF,09 19 56 58 60 61 66 67 68 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 88 89 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,NG,07 08 09 10 13 14 15 20 23 24 25 26 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 77 78 79 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,NH,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98,OSGB
Forficula auricularia,NHMSYS0001387317,NJ,00 01 02 03 04 05 06 10 11 12 13 15 16 17 20 21 22 23 25 26 27 30 35 36 40 41 42 45 46 50 51 52 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92,OSGB
Forficula auricularia,NHMSYS0001387317,NK,02,OSGB
Forficula auricularia,NHMSYS0001387317,NL,47 48 57 58 59 68 69 79 93 94,OSGB
Forficula auricularia,NHMSYS0001387317,NM,04 05 14 15 16 19 21 22 23 24 25 26 29 31 32 33 34 35 37 39 40 41 44 45 46 47 48 49 51 53 54 55 56 57 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 91 92 93 94,OSGB
Forficula auricularia,NHMSYS0001387317,NN,01 02 03 04 11 12 13 14 17 18 19 27 28 29 30 37 38 39 40 43 44 45 49 50 53 54 55 56 59 63 64 65 66 69 70 71 72 74 75 76 77 79 80 81 82 84 85 86 87 89 90 91 92 93 94 95 96 97 99,OSGB
Forficula auricularia,NHMSYS0001387317,NO,00 01 02 03 04 05 06 07 10 11 12 13 14 15 16 17 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 63 64 65 66 67 74 75 76 77 79 86 87 89 99,OSGB
Forficula auricularia,NHMSYS0001387317,NR,15 16 24 25 26 27 33 34 35 36 37 38 39 44 45 46 47 48 49 58 59 71 72 73 74 75 82 83 84 85 86 92 93 94 95 96,OSGB
Forficula auricularia,NHMSYS0001387317,NS,00 01 02 03 04 05 06 10 14 15 17 18 19 20 21 22 23 24 25 27 28 29 30 31 32 33 34 35 37 38 39 40 41 42 43 44 45 46 47 48 49 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 90 91 93 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,NT,03 04 05 06 07 08 09 12 13 14 15 16 17 18 19 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 90 91 92 93 94 95 96,OSGB
Forficula auricularia,NHMSYS0001387317,NU,00 01 02 03 04 05 10 11 12 13 14 20 21 22 23,OSGB
Forficula auricularia,NHMSYS0001387317,NW,95 96 97,OSGB
Forficula auricularia,NHMSYS0001387317,NX,03 04 05 06 07 08 09 13 14 15 16 17 18 19 23 24 25 26 27 28 29 30 33 34 35 36 37 38 39 40 43 44 45 46 47 48 49 54 55 56 57 58 64 65 66 67 74 75 76 77 79 84 85 86 87 88 89 90 91 92 93 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,NY,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,NZ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 50 51 52 53 60 61 62 70 71 72 80 81 90 91,OSGB
Forficula auricularia,NHMSYS0001387317,SC,16 17 26 27 28 36 37 38 39 47 48 49,OSGB
Forficula auricularia,NHMSYS0001387317,SD,08 09 16 17 18 19 20 21 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,SE,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,SH,12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98,OSGB
Forficula auricularia,NHMSYS0001387317,SJ,00 01 02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,SK,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,SM,60 62 70 71 72 73 80 81 82 83 90 91 92 93 94,OSGB
Forficula auricularia,NHMSYS0001387317,SN,00 01 02 03 04 10 11 12 13 14 15 20 21 22 23 24 25 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,SO,00 01 02 03 04 05 06 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,SP,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,SR,89 99,OSGB
Forficula auricularia,NHMSYS0001387317,SS,09 10 11 14 19 20 21 22 30 31 32 38 39 40 41 42 43 44 48 49 50 51 52 53 54 58 59 60 61 62 63 64 68 69 70 71 72 73 74 75 77 78 79 80 81 82 83 84 87 88 89 90 91 92 93 94 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,ST,00 01 02 03 04 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,SU,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,SV,80 81 90 91,OSGB
Forficula auricularia,NHMSYS0001387317,SW,21 32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98,OSGB
Forficula auricularia,NHMSYS0001387317,SX,03 04 05 06 07 08 09 14 15 16 17 18 19 25 26 27 28 29 33 35 36 37 38 39 44 45 46 47 48 49 54 55 56 57 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,SY,07 08 09 18 19 28 29 38 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,SZ,07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99,OSGB
Forficula auricularia,NHMSYS0001387317,TA,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 30 31 32 33 40 41 42,OSGB
Forficula auricularia,NHMSYS0001387317,TF,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94,OSGB
Forficula auricularia,NHMSYS0001387317,TG,00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51,OSGB
Forficula auricularia,NHMSYS0001387317,TL,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,TM,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59,OSGB
Forficula auricularia,NHMSYS0001387317,TQ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
Forficula auricularia,NHMSYS0001387317,TR,01 02 03 04 05 06 07 08 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47,OSGB
Forficula auricularia,NHMSYS0001387317,TV,49 59 69 79,OSGB
Forficula lesnei,NHMSYS0001387336,SO,32 42 51 61 63 70 71 72 73 78 82 83 90 92 94,OSGB
Forficula lesnei,NHMSYS0001387336,SP,02 04 11 12 50 51 52 62,OSGB
Forficula lesnei,NHMSYS0001387336,SS,48 59 88,OSGB
Forficula lesnei,NHMSYS0001387336,ST,04 06 12 14 31 32 33 35 40 41 42 47 51 52 54 55 56 69 74 76,OSGB
Forficula lesnei,NHMSYS0001387336,SU,09 19 49 66 67 68 76 77 80 94 95,OSGB
Forficula lesnei,NHMSYS0001387336,SV,80 81 91,OSGB
Forficula lesnei,NHMSYS0001387336,SW,44 52 53 54 71 83 86 87 97,OSGB
Forficula lesnei,NHMSYS0001387336,SX,07 09 54 83 85 95 97,OSGB
Forficula lesnei,NHMSYS0001387336,SY,18 39 58 68 87 97 99,OSGB
Forficula lesnei,NHMSYS0001387336,SZ,08 19 47 89,OSGB
Forficula lesnei,NHMSYS0001387336,TL,09 16 18 20 29 60 62 70 84 90 91 92 93,OSGB
Forficula lesnei,NHMSYS0001387336,TM,02 11 12 14 21 22 23,OSGB
Forficula lesnei,NHMSYS0001387336,TQ,00 03 04 06 10 14 21 24 25 30 35 40 57 58 66 67 68 75 76 77 78 79 86 88 94 96 97,OSGB
Forficula lesnei,NHMSYS0001387336,TR,01 02 03 04 13 15 23 36,OSGB
Gomphocerippus rufus,NBNSYS0000006840,SE,40,OSGB
Gomphocerippus rufus,NBNSYS0000006840,SO,71 80 81 90 91 92,OSGB
Gomphocerippus rufus,NBNSYS0000006840,SP,01 12 60,OSGB
Gomphocerippus rufus,NBNSYS0000006840,SS,20,OSGB
Gomphocerippus rufus,NBNSYS0000006840,ST,06 32 33 34 35 42 43 44 45 47 53 54 55 56 64 66 76 77 79 89 91,OSGB
Gomphocerippus rufus,NBNSYS0000006840,SU,20 33 42 58 62 66 67 68 72 73 77 80 81 90 91 94 98,OSGB
Gomphocerippus rufus,NBNSYS0000006840,SW,72 73 75 97,OSGB
Gomphocerippus rufus,NBNSYS0000006840,SX,54 73 97,OSGB
Gomphocerippus rufus,NBNSYS0000006840,SY,08 18 28 39,OSGB
Gomphocerippus rufus,NBNSYS0000006840,SZ,08,OSGB
Gomphocerippus rufus,NBNSYS0000006840,TL,77,OSGB
Gomphocerippus rufus,NBNSYS0000006840,TM,57,OSGB
Gomphocerippus rufus,NBNSYS0000006840,TQ,00 01 04 05 14 15 16 24 25 27 33 35 36 43 45 55 56 65 66 75 76 85 86,OSGB
Gomphocerippus rufus,NBNSYS0000006840,TR,04 15 23 37,OSGB
Gryllotalpa,NHMSYS0001387359,SU,16,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,NS,36,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,SE,71,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,SJ,89 97 99,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,SK,39,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,SN,30,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,SO,94,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,SP,08 09 13 18 40 50,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,SS,88,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,ST,02 07 16 22,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,SU,00 06 21 30 40 41 65 73 80 83 84 94,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,SV,91,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,SW,53 83 84 97,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,SX,07 15 57 85 99,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,SY,77 87 88 98,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,SZ,19 38 48 58,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,TA,02 20 21,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,TG,20,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,TL,04 31 44 80 92,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,TM,04 23,OSGB
Gryllotalpa gryllotalpa,NBNSYS0000006830,TQ,01 11 16 17 37 42 61 71 77 88 89 91 96 97,OSGB
Gryllus assimilis,NHMSYS0020978458,ST,17,OSGB
Gryllus bimaculatus,NHMSYS0000377677,HZ,27,OSGB
Gryllus bimaculatus,NHMSYS0000377677,NG,71,OSGB
Gryllus bimaculatus,NHMSYS0000377677,NS,56,OSGB
Gryllus bimaculatus,NHMSYS0000377677,SJ,49,OSGB
Gryllus bimaculatus,NHMSYS0000377677,SK,00,OSGB
Gryllus bimaculatus,NHMSYS0000377677,SO,00,OSGB
Gryllus bimaculatus,NHMSYS0000377677,SP,25,OSGB
Gryllus bimaculatus,NHMSYS0000377677,ST,17,OSGB
Gryllus bimaculatus,NHMSYS0000377677,SU,18,OSGB
Gryllus bimaculatus,NHMSYS0000377677,SX,05 46 99,OSGB
Gryllus bimaculatus,NHMSYS0000377677,SZ,57,OSGB
Gryllus bimaculatus,NHMSYS0000377677,TL,12 60 92,OSGB
Gryllus campestris,NHMSYS0001387363,SP,72,OSGB
Gryllus campestris,NHMSYS0001387363,ST,94,OSGB
Gryllus campestris,NHMSYS0001387363,SU,40 73 79 82 83 84 91 92 94,OSGB
Gryllus campestris,NHMSYS0001387363,SZ,19 58,OSGB
Gryllus campestris,NHMSYS0001387363,TL,96,OSGB
Gryllus campestris,NHMSYS0001387363,TQ,00 01 35 37 67 81 98,OSGB
Henschoutedenia flexivitta,NBNSYS0100003439,SS,99,OSGB
Hiereoblatta cassidea,NHMSYS0020978470,ST,17,OSGB
Jamaicana subguttata,NHMSYS0020978416,ST,17,OSGB
Labia minor,NHMSYS0001387382,NJ,90 96,OSGB
Labia minor,NHMSYS0001387382,NO,76 89,OSGB
Labia minor,NHMSYS0001387382,NS,46,OSGB
Labia minor,NHMSYS0001387382,NT,07 08 27 28 39,OSGB
Labia minor,NHMSYS0001387382,NY,15 45 53 55,OSGB
Labia minor,NHMSYS0001387382,NZ,10 16 24,OSGB
Labia minor,NHMSYS0001387382,SC,16 26 37 38,OSGB
Labia minor,NHMSYS0001387382,SD,40 42 56,OSGB
Labia minor,NHMSYS0001387382,SE,11 22 35 36 40 60 63 65 70 92,OSGB
Labia minor,NHMSYS0001387382,SJ,21 28 48 49 58 80,OSGB
Labia minor,NHMSYS0001387382,SK,27 29 33 58 78 84 97,OSGB
Labia minor,NHMSYS0001387382,SN,10 31 54 72,OSGB
Labia minor,NHMSYS0001387382,SO,10 50 60 70 71 72 74 75 79 80 82 84 85 86 88 89 90 91 92 93 94 97 98 99,OSGB
Labia minor,NHMSYS0001387382,SP,00 01 02 03 06 07 09 11 12 13 14 17 20 21 22 30 31 33 37 39 40 44 46 47 50 51 81 83 85 89 90 91,OSGB
Labia minor,NHMSYS0001387382,SS,49 59 74 83 87 88 90 93 98,OSGB
Labia minor,NHMSYS0001387382,ST,02 12 13 14 21 22 23 25 26 30 31 32 33 34 35 36 40 41 42 43 44 46 47 51 52 53 54 55 56 57 61 62 63 64 65 66 69 73 75 76 77 79 81 89 91,OSGB
Labia minor,NHMSYS0001387382,SU,02 06 09 11 18 20 29 39 42 49 50 59 63 66 69 73 78 80 83 88 89 91 94 95 96 97,OSGB
Labia minor,NHMSYS0001387382,SV,91,OSGB
Labia minor,NHMSYS0001387382,SW,43 54 62 84 86 96,OSGB
Labia minor,NHMSYS0001387382,SX,05 07 08 38 45 86 87 89 95 96 99,OSGB
Labia minor,NHMSYS0001387382,SY,09 58 66 89,OSGB
Labia minor,NHMSYS0001387382,SZ,07 38 39 59,OSGB
Labia minor,NHMSYS0001387382,TA,16 23 31 41,OSGB
Labia minor,NHMSYS0001387382,TF,10 16 20 22 27 28 36 37 47 71 74,OSGB
Labia minor,NHMSYS0001387382,TG,03 31 32 41 42 50,OSGB
Labia minor,NHMSYS0001387382,TL,00 01 02 10 11 12 13 19 20 21 22 23 24 27 31 32 33 34 37 41 42 43 44 45 47 52 57 60 61 62 74 78 79 88 91 92 93,OSGB
Labia minor,NHMSYS0001387382,TM,03 12 14 19 24 26 39 46,OSGB
Labia minor,NHMSYS0001387382,TQ,08 09 10 15 17 19 20 22 27 29 33 35 36 37 39 41 47 49 53 55 56 57 65 66 76 86 96,OSGB
Labia minor,NHMSYS0001387382,TR,01 35 36,OSGB
Labia minor,NHMSYS0001387382,TV,59,OSGB
Labidura riparia,NHMSYS0001387398,SU,30,OSGB
Labidura riparia,NHMSYS0001387398,SZ,09 19,OSGB
Leptophyes punctatissima,NBNSYS0000006825,NX,15 25 55 75 84 85 91,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SC,26,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SD,37 47 48,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SE,13 18 33 35 40 50 60 61 64 65 71 77 83 94,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SH,12 22 23 32 33 34 50 52 53 77 78 87,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SK,38 39 50 51 52 53 54 59 60 66 69 70 71 73 76 77 78 79 80 86 88 89 90 91 92 93 97,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SM,70 80 82 83 93,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SN,00 01 03 04 13 14 15 20 24 25 30 31 35 40 41 42 50 51 57 58 68,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SO,04 13 14 21 24 25 30 32 33 34 35 37 40 41 42 43 44 45 50 51 52 53 54 56 57 60 61 62 63 64 65 66 67 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SP,00 01 02 03 04 05 06 07 10 11 12 13 14 15 16 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 37 40 41 42 43 46 50 51 52 53 59 60 61 62 65 66 70 71 72 73 74 76 80 81 82 83 84 85 86 87 89 90 91 92 93 94 95 96 98 99,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SR,89 99,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SS,09 10 11 14 20 21 22 32 42 43 44 48 49 52 53 54 58 59 62 63 64 68 70 74 78 82 84 87 88 90 91 92 93 94 96 97 98,OSGB
Leptophyes punctatissima,NBNSYS0000006825,ST,00 02 03 04 06 07 10 11 12 13 14 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 59 60 61 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 95 96 97 99,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SU,00 01 02 03 05 06 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SV,81 90 91,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SW,32 33 42 43 44 52 53 54 61 62 63 64 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SX,03 04 05 06 07 08 09 15 16 17 18 19 25 26 27 28 29 35 36 37 38 39 44 45 46 47 48 54 55 56 63 64 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SY,07 08 09 18 19 28 39 48 49 58 59 67 68 69 77 78 79 87 88 89 97 98 99,OSGB
Leptophyes punctatissima,NBNSYS0000006825,SZ,07 08 09 19 29 38 39 47 48 49 57 58 59 68 69 79 89 99,OSGB
Leptophyes punctatissima,NBNSYS0000006825,TA,01 02 04,OSGB
